ix,iy,x_m,y_m,depth_m,seabed_z_m
38,105,-486.32387729319345,82.72392688210346,11.1894454352622,-11.1894454352622
39,105,-477.050540692445,82.72392688210346,11.14689157027479,-11.14689157027479
40,105,-467.77720409169666,82.72392688210346,11.104075273549352,-11.104075273549352
41,105,-458.50386749094815,82.72392688210346,11.060747234934766,-11.060747234934766
42,105,-449.23053089019976,82.72392688210346,11.017419196320176,-11.017419196320176
43,105,-439.9571942894513,82.72392688210346,10.97492301328252,-10.97492301328252
44,105,-430.6838576887029,82.72392688210346,10.93448200284669,-10.93448200284669
45,105,-421.4105210879545,82.72392688210346,10.89404099241086,-10.89404099241086
46,105,-412.13718448720607,82.72392688210346,10.853477535823806,-10.853477535823806
47,105,-402.8638478864577,82.72392688210346,10.812520502322112,-10.812520502322112
48,105,-393.5905112857093,82.72392688210346,10.771563468820414,-10.771563468820414
49,105,-384.31717468496083,82.72392688210346,10.729465476812354,-10.729465476812354
50,105,-375.04383808421244,82.72392688210346,10.682388756776518,-10.682388756776518
51,105,-365.77050148346405,82.72392688210346,10.635312036740682,-10.635312036740682
52,105,-356.49716488271565,82.72392688210346,10.587253299448001,-10.587253299448001
53,105,-347.2238282819672,82.72392688210346,10.532934202142929,-10.532934202142929
54,105,-337.9504916812188,82.72392688210346,10.478615104837857,-10.478615104837857
55,105,-328.6771550804704,82.72392688210346,10.424071983337916,-10.424071983337916
56,105,-319.40381847972185,82.72392688210346,10.367109400533357,-10.367109400533357
57,105,-310.13048187897346,82.72392688210346,10.310146817728798,-10.310146817728798
58,105,-300.85714527822506,82.72392688210346,10.253286458906707,-10.253286458906707
59,105,-291.58380867747667,82.72392688210346,10.199339483584998,-10.199339483584998
60,105,-282.3104720767283,82.72392688210346,10.145392508263289,-10.145392508263289
61,105,-273.0371354759799,82.72392688210346,10.091445532941576,-10.091445532941576
62,105,-263.7637988752315,82.72392688210346,10.042283430568364,-10.042283430568364
63,105,-254.49046227448298,82.72392688210346,9.99320382600461,-9.99320382600461
64,105,-245.21712567373459,82.72392688210346,9.944124221440854,-9.944124221440854
65,105,-235.9437890729862,82.72392688210346,9.897485808968394,-9.897485808968394
66,105,-226.6704524722378,82.72392688210346,9.851024937738938,-9.851024937738938
67,105,-217.3971158714894,82.72392688210346,9.804564066509482,-9.804564066509482
68,105,-208.123779270741,82.72392688210346,9.757958327879429,-9.757958327879429
69,105,-198.8504426699925,82.72392688210346,9.711333087868525,-9.711333087868525
70,105,-189.5771060692441,82.72392688210346,9.66470784785762,-9.66470784785762
71,105,-180.30376946849572,82.72392688210346,9.617720544231597,-9.617720544231597
72,105,-171.03043286774732,82.72392688210346,9.570659350071873,-9.570659350071873
73,105,-161.75709626699881,82.72392688210346,9.52359815591215,-9.52359815591215
74,105,-152.48375966625042,82.72392688210346,9.477563102977824,-9.477563102977824
75,105,-143.21042306550203,82.72392688210346,9.431818046476764,-9.431818046476764
76,105,-133.93708646475363,82.72392688210346,9.386072989975702,-9.386072989975702
77,105,-124.66374986400513,82.72392688210346,9.341984505496855,-9.341984505496855
78,105,-115.39041326325673,82.72392688210346,9.298512419909994,-9.298512419909994
79,105,-106.11707666250834,82.72392688210346,9.25504033432313,-9.25504033432313
80,105,-96.84374006176006,82.72392688210346,9.212138233384065,-9.212138233384065
81,105,-87.57040346101155,82.72392688210346,9.169506875152699,-9.169506875152699
82,105,-78.29706686026304,82.72392688210346,9.126875516921336,-9.126875516921336
83,105,-69.02373025951476,82.72392688210346,9.083269856702863,-9.083269856702863
84,105,-59.75039365876626,82.72392688210346,9.03908488178935,-9.03908488178935
85,105,-50.47705705801786,82.72392688210346,8.994899906875839,-8.994899906875839
86,105,-41.203720457269355,82.72392688210346,8.949433182253602,-8.949433182253602
87,105,-31.930383856521075,82.72392688210346,8.90302399461025,-8.90302399461025
88,105,-22.657047255772568,82.72392688210346,8.856614806966896,-8.856614806966896
89,105,-13.383710655024288,82.72392688210346,8.810054574439599,-8.810054574439599
90,105,-4.1103740542757805,82.72392688210346,8.76335791427519,-8.76335791427519
91,105,5.162962546472613,82.72392688210346,8.716661254110784,-8.716661254110784
92,105,14.43629914722112,82.72392688210346,8.671126608777033,-8.671126608777033
93,105,23.7096357479694,82.72392688210346,8.626878479862938,-8.626878479862938
94,105,32.98297234871791,82.72392688210346,8.582630350948842,-8.582630350948842
95,105,42.25630894946619,82.72392688210346,8.539865650261367,-8.539865650261367
96,105,51.529645550214696,82.72392688210346,8.4991184119621,-8.4991184119621
97,105,60.8029821509632,82.72392688210346,8.458371173662833,-8.458371173662833
98,105,70.0763187517116,82.72392688210346,8.418463984106582,-8.418463984106582
99,105,79.34965535245999,82.72392688210346,8.379969603799951,-8.379969603799951
100,105,88.62299195320838,82.72392688210346,8.341475223493319,-8.341475223493319
101,105,97.89632855395689,82.72392688210346,8.303100777139303,-8.303100777139303
102,105,107.16966515470517,82.72392688210346,8.264978823317103,-8.264978823317103
103,105,116.44300175545368,82.72392688210346,8.226856869494899,-8.226856869494899
104,105,125.71633835620196,82.72392688210346,8.18868331828661,-8.18868331828661
105,105,134.98967495695047,82.72392688210346,8.150371099103209,-8.150371099103209
106,105,144.26301155769886,82.72392688210346,8.112058879919807,-8.112058879919807
107,105,153.53634815844737,82.72392688210346,8.073890737952755,-8.073890737952755
108,105,162.80968475919565,82.72392688210346,8.036232407674335,-8.036232407674335
109,105,172.08302135994415,82.72392688210346,7.998574077395915,-7.998574077395915
110,105,181.35635796069243,82.72392688210346,7.961126401054305,-7.961126401054305
111,105,190.62969456144106,82.72392688210346,7.924710929003064,-7.924710929003064
112,105,199.90303116218956,82.72392688210346,7.888295456951824,-7.888295456951824
113,105,209.17636776293784,82.72392688210346,7.851915860675227,-7.851915860675227
114,105,218.44970436368635,82.72392688210346,7.815802770153114,-7.815802770153114
115,105,227.72304096443463,82.72392688210346,7.7796896796310016,-7.7796896796310016
116,105,236.99637756518314,82.72392688210346,7.743479242247556,-7.743479242247556
117,105,246.26971416593142,82.72392688210346,7.705930285520798,-7.705930285520798
118,105,255.54305076667993,82.72392688210346,7.66838132879404,-7.66838132879404
119,105,264.8163873674282,82.72392688210346,7.630797928320878,-7.630797928320878
120,105,274.0897239681767,82.72392688210346,7.591216790556251,-7.591216790556251
121,105,283.363060568925,82.72392688210346,7.551635652791624,-7.551635652791624
122,105,292.6363971696735,82.72392688210346,7.512054515026996,-7.512054515026996
123,105,301.909733770422,82.72392688210346,7.4718663368385485,-7.4718663368385485
124,105,311.1830703711703,82.72392688210346,7.431656858986109,-7.431656858986109
125,105,320.4564069719188,82.72392688210346,7.391447381133667,-7.391447381133667
126,105,329.7297435726673,82.72392688210346,7.352517626040716,-7.352517626040716
127,105,339.0030801734156,82.72392688210346,7.313706363795866,-7.313706363795866
128,105,348.2764167741641,82.72392688210346,7.274895101551015,-7.274895101551015
129,105,357.5497533749126,82.72392688210346,7.237632477216325,-7.237632477216325
130,105,366.8230899756609,82.72392688210346,7.200612776475386,-7.200612776475386
131,105,376.0964265764094,82.72392688210346,7.163593075734446,-7.163593075734446
132,105,385.36976317715767,82.72392688210346,7.12653480869236,-7.12653480869236
133,105,394.6430997779062,82.72392688210346,7.089467703539592,-7.089467703539592
134,105,403.91643637865445,82.72392688210346,7.052400598386827,-7.052400598386827
135,105,413.18977297940296,82.72392688210346,7.013717413304988,-7.013717413304988
136,105,422.46310958015124,82.72392688210346,6.974531447800773,-6.974531447800773
137,105,431.73644618089975,82.72392688210346,6.935345482296557,-6.935345482296557
138,105,441.00978278164825,82.72392688210346,6.894878009481845,-6.894878009481845
139,105,450.28311938239676,82.72392688210346,6.8538918313271715,-6.8538918313271715
140,105,459.55645598314504,82.72392688210346,6.812905653172499,-6.812905653172499
141,105,468.82979258389355,82.72392688210346,6.772675749961514,-6.772675749961514
142,105,478.10312918464183,82.72392688210346,6.732833680054986,-6.732833680054986
143,105,487.37646578539034,82.72392688210346,6.692991610148457,-6.692991610148457
144,105,496.6498023861386,82.72392688210346,6.65553022234428,-6.65553022234428
145,105,505.9231389868871,82.72392688210346,6.619589825883272,-6.619589825883272
146,105,515.1964755876356,82.72392688210346,6.5836494294222625,-6.5836494294222625
147,105,524.4698121883839,82.72392688210346,6.5496531826763515,-6.5496531826763515
148,105,533.7431487891324,82.72392688210346,6.517188690251424,-6.517188690251424
149,105,543.0164853898807,82.72392688210346,6.484724197826498,-6.484724197826498
150,105,552.2898219906292,82.72392688210346,6.452376939802932,-6.452376939802932
151,105,561.5631585913775,82.72392688210346,6.420143008367347,-6.420143008367347
152,105,570.836495192126,82.72392688210346,6.387909076931763,-6.387909076931763
153,105,580.1098317928745,82.72392688210346,6.354693150207054,-6.354693150207054
154,105,589.383168393623,82.72392688210346,6.320313377213756,-6.320313377213756
155,105,598.6565049943713,82.72392688210346,6.285933604220457,-6.285933604220457
156,105,607.9298415951198,82.72392688210346,6.251244902159737,-6.251244902159737
157,105,617.2031781958681,82.72392688210346,6.216105678542361,-6.216105678542361
158,105,626.4765147966166,82.72392688210346,6.1809664549249845,-6.1809664549249845
159,105,635.7498513973649,82.72392688210346,6.146851690734762,-6.146851690734762
160,105,645.0231879981131,82.72392688210346,6.114590710269862,-6.114590710269862
161,105,654.2965245988619,82.72392688210346,6.082329729804961,-6.082329729804961
162,105,663.5698611996102,82.72392688210346,6.051377006342404,-6.051377006342404
163,105,672.8431978003584,82.72392688210346,6.023404201607408,-6.023404201607408
164,105,682.1165344011072,82.72392688210346,5.995431396872409,-5.995431396872409
165,105,691.3898710018555,82.72392688210346,5.96779119497431,-5.96779119497431
166,105,700.6632076026037,82.72392688210346,5.941126628064442,-5.941126628064442
167,105,709.9365442033522,82.72392688210346,5.914462061154573,-5.914462061154573
168,105,719.2098808041007,82.72392688210346,5.8871996415513745,-5.8871996415513745
169,105,728.4832174048493,82.72392688210346,5.857595632232645,-5.857595632232645
170,105,737.7565540055975,82.72392688210346,5.827991622913913,-5.827991622913913
171,105,747.0298906063458,82.72392688210346,5.79789563444843,-5.79789563444843
172,105,756.3032272070946,82.72392688210346,5.765066428500997,-5.765066428500997
173,105,765.5765638078428,82.72392688210346,5.7322372225535645,-5.7322372225535645
174,105,774.8499004085911,82.72392688210346,5.699613018556283,-5.699613018556283
175,105,784.1232370093394,82.72392688210346,5.6687996651186605,-5.6687996651186605
176,105,793.3965736100881,82.72392688210346,5.637986311681036,-5.637986311681036
177,105,802.6699102108364,82.72392688210346,5.607612856811597,-5.607612856811597
178,105,811.9432468115847,82.72392688210346,5.585450841881592,-5.585450841881592
179,105,821.2165834123334,82.72392688210346,5.563288826951586,-5.563288826951586
180,105,830.4899200130817,82.72392688210346,5.541126812021582,-5.541126812021582
0,106,-838.7106681216333,91.21516910432717,11.488296566004724,-11.488296566004724
1,106,-829.4373315208849,91.21516910432717,11.485605267495766,-11.485605267495766
2,106,-820.1639949201365,91.21516910432717,11.48291396898681,-11.48291396898681
3,106,-810.890658319388,91.21516910432717,11.480222670477852,-11.480222670477852
4,106,-801.6173217186396,91.21516910432717,11.479454895680824,-11.479454895680824
5,106,-792.3439851178912,91.21516910432717,11.478790166796934,-11.478790166796934
6,106,-783.0706485171428,91.21516910432717,11.478125437913043,-11.478125437913043
7,106,-773.7973119163944,91.21516910432717,11.481489482318251,-11.481489482318251
8,106,-764.5239753156459,91.21516910432717,11.48530961426562,-11.48530961426562
9,106,-755.2506387148975,91.21516910432717,11.48912974621299,-11.48912974621299
10,106,-745.9773021141491,91.21516910432717,11.495641995662618,-11.495641995662618
11,106,-736.7039655134007,91.21516910432717,11.502638826262649,-11.502638826262649
12,106,-727.4306289126523,91.21516910432717,11.509635656862681,-11.509635656862681
13,106,-718.1572923119038,91.21516910432717,11.51474950625176,-11.51474950625176
14,106,-708.8839557111554,91.21516910432717,11.519382594480593,-11.519382594480593
15,106,-699.610619110407,91.21516910432717,11.524015682709429,-11.524015682709429
16,106,-690.3372825096586,91.21516910432717,11.522901962241578,-11.522901962241578
17,106,-681.0639459089102,91.21516910432717,11.519829102445312,-11.519829102445312
18,106,-671.7906093081617,91.21516910432717,11.516756242649047,-11.516756242649047
19,106,-662.5172727074133,91.21516910432717,11.508394018532167,-11.508394018532167
20,106,-653.2439361066649,91.21516910432717,11.497709634469652,-11.497709634469652
21,106,-643.9705995059165,91.21516910432717,11.487025250407141,-11.487025250407141
22,106,-634.6972629051681,91.21516910432717,11.474842684634625,-11.474842684634625
23,106,-625.4239263044196,91.21516910432717,11.461832176338168,-11.461832176338168
24,106,-616.1505897036712,91.21516910432717,11.44882166804171,-11.44882166804171
25,106,-606.8772531029229,91.21516910432717,11.436848275970243,-11.436848275970243
26,106,-597.6039165021745,91.21516910432717,11.425586049310201,-11.425586049310201
27,106,-588.3305799014261,91.21516910432717,11.414323822650157,-11.414323822650157
28,106,-579.0572433006776,91.21516910432717,11.402544017047012,-11.402544017047012
29,106,-569.7839066999292,91.21516910432717,11.390327504210628,-11.390327504210628
30,106,-560.5105700991808,91.21516910432717,11.378110991374239,-11.378110991374239
31,106,-551.2372334984324,91.21516910432717,11.361814669145865,-11.361814669145865
32,106,-541.963896897684,91.21516910432717,11.341297854443024,-11.341297854443024
33,106,-532.6905602969355,91.21516910432717,11.320781039740181,-11.320781039740181
34,106,-523.4172236961872,91.21516910432717,11.294820593404761,-11.294820593404761
35,106,-514.1438870954387,91.21516910432717,11.261950922304921,-11.261950922304921
36,106,-504.8705504946903,91.21516910432717,11.229081251205082,-11.229081251205082
37,106,-495.59721389394184,91.21516910432717,11.192918504797879,-11.192918504797879
38,106,-486.32387729319345,91.21516910432717,11.151601379648707,-11.151601379648707
39,106,-477.050540692445,91.21516910432717,11.11028425449954,-11.11028425449954
40,106,-467.77720409169666,91.21516910432717,11.068734741081176,-11.068734741081176
41,106,-458.50386749094815,91.21516910432717,11.0267320705379,-11.0267320705379
42,106,-449.23053089019976,91.21516910432717,10.984729399994622,-10.984729399994622
43,106,-439.9571942894513,91.21516910432717,10.943549768251984,-10.943549768251984
44,106,-430.6838576887029,91.21516910432717,10.904403526487402,-10.904403526487402
45,106,-421.4105210879545,91.21516910432717,10.865257284722821,-10.865257284722821
46,106,-412.13718448720607,91.21516910432717,10.825936842023925,-10.825936842023925
47,106,-402.8638478864577,91.21516910432717,10.786056467750454,-10.786056467750454
48,106,-393.5905112857093,91.21516910432717,10.746176093476983,-10.746176093476983
49,106,-384.31717468496083,91.21516910432717,10.705092564887208,-10.705092564887208
50,106,-375.04383808421244,91.21516910432717,10.658758908371741,-10.658758908371741
51,106,-365.77050148346405,91.21516910432717,10.612425251856276,-10.612425251856276
52,106,-356.49716488271565,91.21516910432717,10.565069932534966,-10.565069932534966
53,106,-347.2238282819672,91.21516910432717,10.511201512826398,-10.511201512826398
54,106,-337.9504916812188,91.21516910432717,10.457333093117828,-10.457333093117828
55,106,-328.6771550804704,91.21516910432717,10.403228583496045,-10.403228583496045
56,106,-319.40381847972185,91.21516910432717,10.346574302811543,-10.346574302811543
57,106,-310.13048187897346,91.21516910432717,10.289920022127042,-10.289920022127042
58,106,-300.85714527822506,91.21516910432717,10.233367918547032,-10.233367918547032
59,106,-291.58380867747667,91.21516910432717,10.179727862445034,-10.179727862445034
60,106,-282.3104720767283,91.21516910432717,10.126087806343039,-10.126087806343039
61,106,-273.0371354759799,91.21516910432717,10.072447750241041,-10.072447750241041
62,106,-263.7637988752315,91.21516910432717,10.023647292371935,-10.023647292371935
63,106,-254.49046227448298,91.21516910432717,9.974930275851667,-9.974930275851667
64,106,-245.21712567373459,91.21516910432717,9.926213259331401,-9.926213259331401
65,106,-235.9437890729862,91.21516910432717,9.879970457185209,-9.879970457185209
66,106,-226.6704524722378,91.21516910432717,9.833907597902586,-9.833907597902586
67,106,-217.3971158714894,91.21516910432717,9.787844738619963,-9.787844738619963
68,106,-208.123779270741,91.21516910432717,9.741626535194781,-9.741626535194781
69,106,-198.8504426699925,91.21516910432717,9.695387420058102,-9.695387420058102
70,106,-189.5771060692441,91.21516910432717,9.649148304921424,-9.649148304921424
71,106,-180.30376946849572,91.21516910432717,9.602514695692598,-9.602514695692598
72,106,-171.03043286774732,91.21516910432717,9.555800577465378,-9.555800577465378
73,106,-161.75709626699881,91.21516910432717,9.509086459238159,-9.509086459238159
74,106,-152.48375966625042,91.21516910432717,9.463378367509554,-9.463378367509554
75,106,-143.21042306550203,91.21516910432717,9.417954587617515,-9.417954587617515
76,106,-133.93708646475363,91.21516910432717,9.372530807725475,-9.372530807725475
77,106,-124.66374986400513,91.21516910432717,9.32877407335958,-9.32877407335958
78,106,-115.39041326325673,91.21516910432717,9.285637635003411,-9.285637635003411
79,106,-106.11707666250834,91.21516910432717,9.242501196647243,-9.242501196647243
80,106,-96.84374006176006,91.21516910432717,9.199964975149292,-9.199964975149292
81,106,-87.57040346101155,91.21516910432717,9.157713856658999,-9.157713856658999
82,106,-78.29706686026304,91.21516910432717,9.115462738168704,-9.115462738168704
83,106,-69.02373025951476,91.21516910432717,9.07225998513548,-9.07225998513548
84,106,-59.75039365876626,91.21516910432717,9.028491395347,-9.028491395347
85,106,-50.47705705801786,91.21516910432717,8.98472280555852,-8.98472280555852
86,106,-41.203720457269355,91.21516910432717,8.939671958107374,-8.939671958107374
87,106,-31.930383856521075,91.21516910432717,8.893678274139564,-8.893678274139564
88,106,-22.657047255772568,91.21516910432717,8.84768459017175,-8.84768459017175
89,106,-13.383710655024288,91.21516910432717,8.801526763482354,-8.801526763482354
90,106,-4.1103740542757805,91.21516910432717,8.75522067885088,-8.75522067885088
91,106,5.162962546472613,91.21516910432717,8.70891459421941,-8.70891459421941
92,106,14.43629914722112,91.21516910432717,8.663766698015982,-8.663766698015982
93,106,23.7096357479694,91.21516910432717,8.619901081857892,-8.619901081857892
94,106,32.98297234871791,91.21516910432717,8.576035465699803,-8.576035465699803
95,106,42.25630894946619,91.21516910432717,8.533666396159584,-8.533666396159584
96,106,51.529645550214696,91.21516910432717,8.493332630019669,-8.493332630019669
97,106,60.8029821509632,91.21516910432717,8.452998863879756,-8.452998863879756
98,106,70.0763187517116,91.21516910432717,8.41352297140159,-8.41352297140159
99,106,79.34965535245999,91.21516910432717,8.375489866445454,-8.375489866445454
100,106,88.62299195320838,91.21516910432717,8.337456761489317,-8.337456761489317
101,106,97.89632855395689,91.21516910432717,8.299551404390355,-8.299551404390355
102,106,107.16966515470517,91.21516910432717,8.261914990148606,-8.261914990148606
103,106,116.44300175545368,91.21516910432717,8.224278575906855,-8.224278575906855
104,106,125.71633835620196,91.21516910432717,8.186586544417123,-8.186586544417123
105,106,134.98967495695047,91.21516910432717,8.148745041573445,-8.148745041573445
106,106,144.26301155769886,91.21516910432717,8.110903538729765,-8.110903538729765
107,106,153.53634815844737,91.21516910432717,8.073197631562227,-8.073197631562227
108,106,162.80968475919565,91.21516910432717,8.035971524479496,-8.035971524479496
109,106,172.08302135994415,91.21516910432717,7.9987454173967665,-7.9987454173967665
110,106,181.35635796069243,91.21516910432717,7.961722053127659,-7.961722053127659
111,106,190.62969456144106,91.21516910432717,7.925692128645301,-7.925692128645301
112,106,199.90303116218956,91.21516910432717,7.889662204162946,-7.889662204162946
113,106,209.17636776293784,91.21516910432717,7.853661117015649,-7.853661117015649
114,106,218.44970436368635,91.21516910432717,7.817874250071656,-7.817874250071656
115,106,227.72304096443463,91.21516910432717,7.782087383127663,-7.782087383127663
116,106,236.99637756518314,91.21516910432717,7.746197809657485,-7.746197809657485
117,106,246.26971416593142,91.21516910432717,7.708896021452269,-7.708896021452269
118,106,255.54305076667993,91.21516910432717,7.671594233247052,-7.671594233247052
119,106,264.8163873674282,91.21516910432717,7.63425662017777,-7.63425662017777
120,106,274.0897239681767,91.21516910432717,7.594841164992694,-7.594841164992694
121,106,283.363060568925,91.21516910432717,7.5554257098076185,-7.5554257098076185
122,106,292.6363971696735,91.21516910432717,7.516010254622543,-7.516010254622543
123,106,301.909733770422,91.21516910432717,7.47594199672328,-7.47594199672328
124,106,311.1830703711703,91.21516910432717,7.435850833465623,-7.435850833465623
125,106,320.4564069719188,91.21516910432717,7.395759670207966,-7.395759670207966
126,106,329.7297435726673,91.21516910432717,7.3569506878451545,-7.3569506878451545
127,106,339.0030801734156,91.21516910432717,7.318260425935572,-7.318260425935572
128,106,348.2764167741641,91.21516910432717,7.279570164025986,-7.279570164025986
129,106,357.5497533749126,91.21516910432717,7.242443776518352,-7.242443776518352
130,106,366.8230899756609,91.21516910432717,7.205562702642395,-7.205562702642395
131,106,376.0964265764094,91.21516910432717,7.168681628766438,-7.168681628766438
132,106,385.36976317715767,91.21516910432717,7.131739241508527,-7.131739241508527
133,106,394.6430997779062,91.21516910432717,7.094782803267249,-7.094782803267249
134,106,403.91643637865445,91.21516910432717,7.057826365025971,-7.057826365025971
135,106,413.18977297940296,91.21516910432717,7.019184774198711,-7.019184774198711
136,106,422.46310958015124,91.21516910432717,6.980018913678033,-6.980018913678033
137,106,431.73644618089975,91.21516910432717,6.940853053157356,-6.940853053157356
138,106,441.00978278164825,91.21516910432717,6.900340497184503,-6.900340497184503
139,106,450.28311938239676,91.21516910432717,6.859282850195297,-6.859282850195297
140,106,459.55645598314504,91.21516910432717,6.818225203206091,-6.818225203206091
141,106,468.82979258389355,91.21516910432717,6.777918621361934,-6.777918621361934
142,106,478.10312918464183,91.21516910432717,6.737997201130626,-6.737997201130626
143,106,487.37646578539034,91.21516910432717,6.698075780899317,-6.698075780899317
144,106,496.6498023861386,91.21516910432717,6.660586160384609,-6.660586160384609
145,106,505.9231389868871,91.21516910432717,6.624650189688842,-6.624650189688842
146,106,515.1964755876356,91.21516910432717,6.588714218993074,-6.588714218993074
147,106,524.4698121883839,91.21516910432717,6.554767390457248,-6.554767390457248
148,106,533.7431487891324,91.21516910432717,6.5223877648353135,-6.5223877648353135
149,106,543.0164853898807,91.21516910432717,6.490008139213382,-6.490008139213382
150,106,552.2898219906292,91.21516910432717,6.457734839733538,-6.457734839733538
151,106,561.5631585913775,91.21516910432717,6.425564322191047,-6.425564322191047
152,106,570.836495192126,91.21516910432717,6.393393804648556,-6.393393804648556
153,106,580.1098317928745,91.21516910432717,6.360193601836174,-6.360193601836174
154,106,589.383168393623,91.21516910432717,6.325773031296516,-6.325773031296516
155,106,598.6565049943713,91.21516910432717,6.291352460756857,-6.291352460756857
156,106,607.9298415951198,91.21516910432717,6.256598594896756,-6.256598594896756
157,106,617.2031781958681,91.21516910432717,6.2213586733610144,-6.2213586733610144
158,106,626.4765147966166,91.21516910432717,6.186118751825271,-6.186118751825271
159,106,635.7498513973649,91.21516910432717,6.151929177583625,-6.151929177583625
160,106,645.0231879981131,91.21516910432717,6.119640231778916,-6.119640231778916
161,106,654.2965245988619,91.21516910432717,6.087351285974205,-6.087351285974205
162,106,663.5698611996102,91.21516910432717,6.056413152409377,-6.056413152409377
163,106,672.8431978003584,91.21516910432717,6.028551868946502,-6.028551868946502
164,106,682.1165344011072,91.21516910432717,6.000690585483623,-6.000690585483623
165,106,691.3898710018555,91.21516910432717,5.973174327260665,-5.973174327260665
166,106,700.6632076026037,91.21516910432717,5.946670143074799,-5.946670143074799
167,106,709.9365442033522,91.21516910432717,5.920165958888931,-5.920165958888931
168,106,719.2098808041007,91.21516910432717,5.893040525356174,-5.893040525356174
169,106,728.4832174048493,91.21516910432717,5.86348186521477,-5.86348186521477
170,106,737.7565540055975,91.21516910432717,5.833923205073368,-5.833923205073368
171,106,747.0298906063458,91.21516910432717,5.803843895694251,-5.803843895694251
172,106,756.3032272070946,91.21516910432717,5.770872090550059,-5.770872090550059
173,106,765.5765638078428,91.21516910432717,5.737900285405868,-5.737900285405868
174,106,774.8499004085911,91.21516910432717,5.7051223909681585,-5.7051223909681585
175,106,784.1232370093394,91.21516910432717,5.674057374437704,-5.674057374437704
176,106,793.3965736100881,91.21516910432717,5.64299235790725,-5.64299235790725
177,106,802.6699102108364,91.21516910432717,5.612368693245866,-5.612368693245866
178,106,811.9432468115847,91.21516910432717,5.589983596807126,-5.589983596807126
179,106,821.2165834123334,91.21516910432717,5.567598500368384,-5.567598500368384
180,106,830.4899200130817,91.21516910432717,5.545213403929645,-5.545213403929645
0,107,-838.7106681216333,99.70641132655089,11.418398141424117,-11.418398141424117
1,107,-829.4373315208849,99.70641132655089,11.415987962014661,-11.415987962014661
2,107,-820.1639949201365,99.70641132655089,11.413577782605206,-11.413577782605206
3,107,-810.890658319388,99.70641132655089,11.411167603195748,-11.411167603195748
4,107,-801.6173217186396,99.70641132655089,11.410812920033168,-11.410812920033168
5,107,-792.3439851178912,99.70641132655089,11.410568352740958,-11.410568352740958
6,107,-783.0706485171428,99.70641132655089,11.410323785448746,-11.410323785448746
7,107,-773.7973119163944,99.70641132655089,11.414179217554867,-11.414179217554867
8,107,-764.5239753156459,99.70641132655089,11.418498800536275,-11.418498800536275
9,107,-755.2506387148975,99.70641132655089,11.422818383517681,-11.422818383517681
10,107,-745.9773021141491,99.70641132655089,11.429853211980163,-11.429853211980163
11,107,-736.7039655134007,99.70641132655089,11.437376784629231,-11.437376784629231
12,107,-727.4306289126523,99.70641132655089,11.444900357278302,-11.444900357278302
13,107,-718.1572923119038,99.70641132655089,11.45057282180796,-11.45057282180796
14,107,-708.8839557111554,99.70641132655089,11.455772662987979,-11.455772662987979
15,107,-699.610619110407,99.70641132655089,11.460972504167998,-11.460972504167998
16,107,-690.3372825096586,99.70641132655089,11.460507094178466,-11.460507094178466
17,107,-681.0639459089102,99.70641132655089,11.45811034856295,-11.45811034856295
18,107,-671.7906093081617,99.70641132655089,11.455713602947435,-11.455713602947435
19,107,-662.5172727074133,99.70641132655089,11.448143608717677,-11.448143608717677
20,107,-653.2439361066649,99.70641132655089,11.438302432169468,-11.438302432169468
21,107,-643.9705995059165,99.70641132655089,11.428461255621263,-11.428461255621263
22,107,-634.6972629051681,99.70641132655089,11.417220927649737,-11.417220927649737
23,107,-625.4239263044196,99.70641132655089,11.405207384417958,-11.405207384417958
24,107,-616.1505897036712,99.70641132655089,11.393193841186179,-11.393193841186179
25,107,-606.8772531029229,99.70641132655089,11.382265411053899,-11.382265411053899
26,107,-597.6039165021745,99.70641132655089,11.37208105847556,-11.37208105847556
27,107,-588.3305799014261,99.70641132655089,11.361896705897221,-11.361896705897221
28,107,-579.0572433006776,99.70641132655089,11.351204518009888,-11.351204518009888
29,107,-569.7839066999292,99.70641132655089,11.340083844080594,-11.340083844080594
30,107,-560.5105700991808,99.70641132655089,11.328963170151294,-11.328963170151294
31,107,-551.2372334984324,99.70641132655089,11.313772875488826,-11.313772875488826
32,107,-541.963896897684,99.70641132655089,11.294372628343764,-11.294372628343764
33,107,-532.6905602969355,99.70641132655089,11.2749723811987,-11.2749723811987
34,107,-523.4172236961872,99.70641132655089,11.250162035074334,-11.250162035074334
35,107,-514.1438870954387,99.70641132655089,11.218485024860852,-11.218485024860852
36,107,-504.8705504946903,99.70641132655089,11.186808014647372,-11.186808014647372
37,107,-495.59721389394184,99.70641132655089,11.15188165479894,-11.15188165479894
38,107,-486.32387729319345,99.70641132655089,11.11186935639145,-11.11186935639145
39,107,-477.050540692445,99.70641132655089,11.071857057983962,-11.071857057983962
40,107,-467.77720409169666,99.70641132655089,11.031633464754853,-11.031633464754853
41,107,-458.50386749094815,99.70641132655089,10.990997846623591,-10.990997846623591
42,107,-449.23053089019976,99.70641132655089,10.950362228492327,-10.950362228492327
43,107,-439.9571942894513,99.70641132655089,10.910528623329267,-10.910528623329267
44,107,-430.6838576887029,99.70641132655089,10.872676461969991,-10.872676461969991
45,107,-421.4105210879545,99.70641132655089,10.834824300610718,-10.834824300610718
46,107,-412.13718448720607,99.70641132655089,10.796746046910272,-10.796746046910272
47,107,-402.8638478864577,99.70641132655089,10.757941067827499,-10.757941067827499
